Geography,25+Pop,Total Male Population,Total Female Population,"DNU: Total 18-24, Non-grad","DNU: M Total 18-24, Non-grad","DNU: F Total 18-24, Non-grad","DNU: Total 18-24, HS","DNU: M Total 18-24, HS","DNU: F Total 18-24, HS","DNU: Total 18-24, Assoc","DNU: M Total 18-24, Assoc","DNU: F Total 18-24, Assoc","DNU: Total 18-24, Bach","DNU: M Total 18-24, Bach","DNU: F Total 18-24, Bach",Total Pop 25+,Male Pop 25+,Female Pop 25+,Total 25+ 9th or Less,Male 25+ 9th or Less,Female 25+ 9th or Less,Total 25+ No diploma,Male 25+ No diploma,Female 25+ No diploma,Total 25+ HS,Male 25+ HS,Female 25+ HS,Total 25+ Some College,Male 25+ Some College,Female 25+ Some College ,Total 25+ Assoc,Male 25+ Assoc,Female 25+ Assoc,Total 25+ Bach,Male 25+ Bach,Female 25+ Bach,Total 25+ Grad,Male 25+ Grad,Female 25+ Grad,Total 25-35,Male 25-34,Female 25-34,Total 25-34 HS or Assoc,Male 25-34 HS or Assoc,Female 25-34 HS or Assoc,Total 25-34 Bach,Male 25-34 Bach,Female 25-34 Bach,Total 35-44,Male 35-44,Female 35-44,Total 35-44 HS,Male 35-44 HS,Female 35-44 HS,Total 35-44 Bach,Male 35-44 Bach,Female 35-44 Bach,Total 45-64,Male 45-64 ,Female 45-64,Total 45-64 HS,Male 45-64 HS,Female 45-64 HS,Total 45-64 Bach,Male 45-64 Bach,Female 45-64 Bach,Total 65+,Male 65+,Female 65+,Total 65+ HS,Male 65+ HS,Female 65+ HS,Total 65+ Bach,Male 65+ Bach,Female 65+ Bach,Total White Pop,Total White/Hisp Male Pop,Total White/Hisp Female Pop,Total White/Hisp HS,Male White/Hisp HS,Female White/Hisp HA,Total White/Hisp Bach,Male White/Hisp Bach,Female White/Hisp Bach,Total White Pop,White Male Pop,White Female Pop,Total White HS,Male White HS,Female White HS,Total White Bach,Male White Bach,Female White Bach,Total Black Pop,Male Black Pop,Female Black Pop,Total Black HS,Male Black HS,Female Black HS,Total Black Bach,Male Black Bach,Female Black Bach,Total AmInd/AK Pop,Male AmInd/AK Pop,Female AmInd/AK Pop,Total AmInd/AK HS,Male AmInd/Ak HS,Female AmInd/AK HS,Total AmInd/AK Bach,Male AmInd/AK Bach,Female AmInd/AK Bach,Total Asian Pop,Male Asian Pop,Female Asian Pop,Total Asian HS,Male Asian HS,Female Asian HS,Total Asian Bach,Male Asian Bach,Female Asian Bach,Total HI-PI Pop,Male HI-PI Pop,Female HI-PI Pop,Total HI-PI HS,Male HI-PI HS,Female HI-PI HA,Total HI-PI Bach,Male HI-PI Bach,Female HI-PI Bach,Total Other Pop,Male Other Pop,Female Other Pop,Total Other HS,Male Other HS,Female Other HS,Total Other Bach,Male Other Bach,Female Other Bach,Total Multi Pop,Male Multi Pop,Femal Multi Pop,Total Multi HS,Male Multi HS,Female Multi HS,Total Multi Bach,Male Multi Bach,Female Multi Bach,Total Hisp Pop,Male Hisp Pop,Female Hisp Pop,Total Hisp HS,Male Hisp HS,Female Hisp HS,Total Hisp Bach,Male Hisp Bach,Female Hisp Bach,Total Median Earnings ,Male Median Earnings,Female Median Earnings,Total Median Earning Less than HS,Male Median Earning Less than HS,Female Median Earning Less than HS,Total Median Earning HS,Male Median Earning HS,Female Median Earning HS,Total Median Earning Assoc,Male Median Earning Assoc,Female Median Earning Assoc,Total Median Earning Bach,Male Median Earning Bach,Female Median Earning Bach,Total Median Earning Grad,Male Median Earning Grad,Female Median Earning Grad
Kansas,298805,156707,142098,35883,20799,15084,82269,48223,34046,149709,74901,74808,30944,12784,18160,1886741,922194,964547,69770,36146,33624,109443,57554,51889,494849,253071,241778,445804,215033,230771,156529,66857,89672,389007,187319,201688,221339,106214,115125,383984,196680,187304,348049,175660,172389,133846,59785,74061,348347,176788,171559,314253,157178,157075,127575,59045,68530,728137,359825,368312,668007,326922,341085,235745,113929,121816,426273,188901,237372,377219,168734,208485,113180,60774,52406,1647592,802461,845131,1510916,730640,780276,549322,263788,285534,1529688,741070,788618,1435677,692789,742888,532646,255570,277076,101411,51535,49876,88063,44321,43742,19945,9483,10462,14952,7350,7602,12897,6353,6544,2858,1476,1382,50840,23728,27112,42519,20357,22162,25127,12559,12568,1155,611,544,1010,576,434,308,189,119,35944,19091,16853,20897,10718,10179,3239,1548,1691,34847,17418,17429,31226,15529,15697,9547,4490,5057,162379,84928,77451,102919,52083,50836,21432,10651,10781,37188,44299,30542,24316,29460,17002,29594,35833,22421,33770,41555,27341,47667,60730,39431,60053,75799,51031
